date,open,high,low,close,volume,trading_value_billion,market_pe,daily_change_pts,daily_change_pct,volume_ma20,value_ma20
2024-10-11,1198.08,1202.45,1191.26,1197.42,740854280,18875.62,14.56,6.12,0.51,833006745.0,20449.17
2024-10-14,1197.06,1200.56,1191.35,1196.14,840352868,20798.54,14.65,-1.28,-0.11,835782028.0,20554.48
2024-10-15,1193.14,1205.44,1189.76,1196.19,754529581,19160.59,14.33,0.05,0.0,824623265.0,20287.5
2024-10-16,1206.02,1209.08,1195.29,1201.93,780436354,19683.07,14.55,5.74,0.48,822499269.0,20193.24
2024-10-17,1201.38,1208.41,1198.87,1203.56,872604652,20319.1,15.06,1.63,0.14,823213111.0,20105.36
2024-10-18,1198.94,1206.35,1191.56,1196.62,684177639,16210.04,14.73,-6.94,-0.58,819553970.0,19922.69
2024-10-21,1198.41,1207.16,1187.72,1197.18,700739768,17886.6,14.82,0.56,0.05,813571383.0,19901.06
2024-10-22,1198.96,1204.84,1192.23,1199.83,814743285,18018.16,14.62,2.65,0.22,813693073.0,19801.53
2024-10-23,1188.29,1192.18,1181.91,1188.55,849489464,20538.66,14.29,-11.28,-0.94,813163933.0,19875.8
2024-10-24,1198.61,1202.54,1186.12,1194.19,703374821,17735.59,14.51,5.64,0.47,800820548.0,19465.06
2024-10-25,1212.12,1221.64,1205.67,1212.42,638210377,16350.67,14.88,18.23,1.53,792611432.0,19380.13
2024-10-28,1214.3,1225.06,1205.84,1215.06,588107230,15072.19,14.72,2.64,0.22,777316323.0,19078.21
2024-10-29,1208.29,1211.84,1200.45,1204.7,738793762,20132.21,14.82,-10.36,-0.85,766874599.0,18795.92
2024-10-30,1210.91,1214.94,1206.01,1210.68,583779697,13250.36,14.69,5.98,0.5,748952658.0,18268.23
2024-10-31,1206.78,1214.62,1203.0,1210.14,718291614,18153.93,14.73,-0.54,-0.04,750677148.0,18398.44
2024-11-01,1232.03,1237.89,1219.48,1227.84,640009203,16072.03,15.16,17.7,1.46,741769156.0,18138.04
2024-11-04,1213.89,1226.16,1208.97,1217.19,681099450,17215.63,14.79,-10.65,-0.87,739546762.0,18198.15
2024-11-05,1211.62,1215.97,1206.27,1210.85,874135316,23214.93,14.79,-6.34,-0.52,745541058.0,18415.37
2024-11-06,1200.47,1214.38,1195.2,1207.05,730834273,16240.29,14.66,-3.8,-0.31,742367227.0,18332.54
2024-11-07,1207.53,1210.57,1197.81,1204.34,661989917,17511.76,15.04,-2.71,-0.22,729827678.0,18122.0
2024-11-08,1207.71,1222.77,1202.64,1216.42,626392972,14236.03,15.07,12.08,1.0,724104612.0,17890.02
2024-11-11,1209.1,1219.01,1206.1,1211.91,734727179,17712.57,14.9,-4.51,-0.37,718823328.0,17735.72
2024-11-12,1211.4,1213.77,1206.06,1209.19,687510085,16460.41,15.0,-2.72,-0.22,715472353.0,17600.71
2024-11-13,1215.84,1224.5,1203.93,1215.15,692839227,16820.6,15.13,5.96,0.49,711092497.0,17457.59
2024-11-14,1210.03,1224.28,1202.94,1213.86,737927579,16984.59,15.19,-1.29,-0.11,704358643.0,17290.86
2024-11-15,1231.71,1235.79,1227.4,1231.82,699614758,15699.76,15.04,17.96,1.48,705130499.0,17265.35
2024-11-18,1226.6,1233.11,1223.51,1228.36,595330650,14399.78,15.13,-3.46,-0.28,699860043.0,17091.01
2024-11-19,1227.35,1231.24,1218.13,1224.42,634426055,14173.86,14.91,-3.94,-0.32,690844181.0,16898.79
2024-11-20,1236.58,1238.74,1230.82,1234.77,671338481,14949.25,15.27,10.35,0.85,681936632.0,16619.32
2024-11-21,1227.73,1230.37,1224.81,1227.8,589432794,16034.25,15.16,-6.97,-0.56,676239531.0,16534.25
2024-11-22,1221.63,1231.46,1217.38,1223.64,486309128,11656.72,15.09,-4.16,-0.34,668644468.0,16299.56
2024-11-25,1232.87,1251.22,1225.54,1239.43,690629035,15485.4,15.03,15.79,1.29,673770559.0,16320.22
2024-11-26,1234.68,1238.75,1231.4,1235.04,400000000,8852.81,15.22,-4.39,-0.35,656830871.0,15756.25
2024-11-27,1229.51,1231.35,1223.21,1227.11,725455847,17218.33,15.23,-7.93,-0.64,663914678.0,15954.65
2024-11-28,1232.33,1238.57,1229.56,1233.74,648260609,16211.77,15.4,6.63,0.54,660413128.0,15857.54
2024-11-29,1231.63,1240.01,1226.74,1231.2,688780857,18913.12,15.11,-2.54,-0.21,662851711.0,15999.59
2024-12-02,1227.75,1236.15,1223.52,1229.75,468047659,12815.24,14.92,-1.45,-0.12,652199121.0,15779.57
2024-12-03,1247.35,1250.8,1241.25,1245.21,723273772,19224.16,15.18,15.46,1.26,644656044.0,15580.03
2024-12-04,1257.55,1264.28,1246.79,1252.74,562556617,14073.61,15.41,7.53,0.6,636242161.0,15471.7
2024-12-05,1230.19,1240.75,1226.06,1234.53,501765569,11405.91,15.5,-18.21,-1.45,628230944.0,15166.41
2024-12-06,1250.9,1253.86,1242.29,1247.96,685103703,16895.28,15.32,13.43,1.09,631166480.0,15299.37
2024-12-09,1242.35,1247.92,1235.67,1242.36,564212095,14130.18,15.21,-5.6,-0.45,622640726.0,15120.25
2024-12-10,1239.43,1250.72,1236.34,1245.03,665888536,16714.74,15.35,2.67,0.21,621559649.0,15132.97
2024-12-11,1248.35,1251.98,1240.72,1246.1,621708352,15346.86,15.68,1.07,0.09,618003105.0,15059.28
2024-12-12,1246.38,1249.63,1242.26,1246.2,416382526,9175.22,15.48,0.1,0.01,601925852.0,14668.81
2024-12-13,1248.32,1259.08,1245.38,1253.4,613057193,14075.33,15.6,7.2,0.58,597597974.0,14587.59
2024-12-16,1248.87,1254.41,1242.61,1249.87,606014914,16320.68,15.15,-3.53,-0.28,598132187.0,14683.64
2024-12-17,1257.15,1261.18,1252.29,1258.24,575667674,15229.8,15.81,8.37,0.67,595194268.0,14736.43
2024-12-18,1258.38,1265.63,1249.76,1258.09,510217705,11782.23,15.55,-0.15,-0.01,587138229.0,14578.08
2024-12-19,1258.75,1263.0,1253.5,1258.73,708110903,15896.14,15.49,0.64,0.05,593072135.0,14571.18
2024-12-20,1254.82,1259.41,1252.58,1256.51,495666465,13117.94,15.41,-2.22,-0.18,593540002.0,14644.24
2024-12-23,1261.62,1264.03,1256.52,1260.3,736402255,18886.25,15.48,3.79,0.3,595828663.0,14814.28
2024-12-24,1272.81,1280.9,1258.9,1270.1,603214956,13434.03,15.82,9.8,0.78,605989410.0,15043.34
2024-12-25,1269.86,1276.79,1266.41,1270.39,714604954,16660.92,15.88,0.29,0.02,605446866.0,15015.47
2024-12-26,1263.88,1273.74,1255.92,1263.34,594982356,14082.41,15.79,-7.05,-0.55,602782953.0,14909.0
2024-12-27,1277.69,1282.28,1261.49,1271.63,471150319,12105.92,15.86,8.29,0.66,591901426.0,14568.64
2024-12-30,1278.61,1286.32,1270.81,1277.37,495066991,12648.32,15.73,5.74,0.45,593252393.0,14560.3
2024-12-31,1262.08,1271.5,1256.74,1264.69,598013046,16146.88,15.69,-12.68,-0.99,586989356.0,14406.43
2025-01-01,1282.54,1286.85,1272.11,1279.81,430117239,9610.27,15.87,15.12,1.2,580367388.0,14183.27
2025-01-02,1272.93,1279.11,1268.98,1274.41,572161015,13539.37,15.98,-5.4,-0.42,583887160.0,14289.94
2025-01-03,1279.06,1295.63,1272.36,1283.66,578903371,14909.06,16.13,9.25,0.73,578577143.0,14190.63
2025-01-06,1277.27,1283.13,1271.26,1277.51,524717388,13859.45,15.89,-6.15,-0.48,576602408.0,14177.09
2025-01-07,1268.16,1279.89,1260.43,1273.11,651118627,17232.31,16.04,-4.4,-0.34,575863912.0,14202.97
2025-01-08,1269.2,1284.59,1263.25,1276.02,638802452,16434.78,16.11,2.91,0.23,576718617.0,14257.37
2025-01-09,1286.53,1294.42,1284.15,1287.92,541933778,14453.4,16.45,11.9,0.93,582996180.0,14521.27
2025-01-10,1289.85,1295.5,1283.5,1291.04,608478675,15097.04,16.11,3.12,0.24,582767254.0,14572.36
2025-01-13,1288.15,1293.24,1276.41,1285.9,514995315,13705.93,16.2,-5.14,-0.4,578216274.0,14441.62
2025-01-14,1301.77,1306.26,1289.79,1296.99,519119768,12584.91,16.39,11.09,0.86,575388879.0,14309.38
2025-01-15,1283.73,1291.28,1272.04,1285.03,456649248,10671.14,16.25,-11.96,-0.92,572710456.0,14253.82
